Site Name,Easement Holder Name,State,Access,Easement Purpose,Easement Holder Type,Year Established
Ducktrap River Preserve,Maine Coast Heritage Trust,ME,XA,ENV,NGO,1999
Yates Easement,Georges River Land Trust,ME,XA,UNK,NGO,1997
Skolfield Farm Project,Maine Coast Heritage Trust,ME,XA,ENV,NGO,2003
Crows Neck Farm,Maine Coast Heritage Trust,ME,XA,UNK,NGO,2009
Bog Road Farm,Maine Farmland Trust,ME,XA,UNK,NGO,2013
Bog Road Farm,Maine Farmland Trust,ME,XA,UNK,NGO,2013
Browney Island,Maine Coast Heritage Trust,ME,XA,UNK,NGO,1996
Winter Hill Farm,Freeport Conservation Trust,ME,XA,FARM,JNT,2013
Mill Pond,Maine Department of Inland Fisheries and Wildlife,ME,XA,UNK,STAT,1999
Rapid River,Maine Department of Inland Fisheries and Wildlife,ME,RA,REC,STAT,1997
Rapid River,Maine Department of Inland Fisheries and Wildlife,ME,RA,REC,STAT,1997
Weir Cove,Maine Coast Heritage Trust,ME,XA,UNK,NGO,1983
Weir Cove III,Maine Coast Heritage Trust,ME,XA,UNK,NGO,1994
Moosehead Kennebec Headwaters,Maine Bureau of Parks and Lands,ME,XA,UNK,STAT,2011
Pingree,New England Forestry Foundation,ME,XA,UNK,NGO,2001
Pingree,New England Forestry Foundation,ME,XA,UNK,NGO,2001
Pingree,New England Forestry Foundation,ME,XA,UNK,NGO,2001
Pingree,New England Forestry Foundation,ME,XA,UNK,NGO,2001
Pingree,New England Forestry Foundation,ME,XA,UNK,NGO,2001
Pingree,New England Forestry Foundation,ME,XA,UNK,NGO,2001
Pingree,New England Forestry Foundation,ME,XA,UNK,NGO,2001
Pingree,New England Forestry Foundation,ME,XA,UNK,NGO,2001
Pingree,New England Forestry Foundation,ME,XA,UNK,NGO,2001
Pierce Pond,Maine Bureau of Parks and Lands,ME,XA,UNK,STAT,1998
Typhoon & Downeast Lakes Public Access Easement,New England Forestry Foundation,ME,XA,UNK,JNT,2005
North Lebanon Woods,Maine Bureau of Parks and Lands,ME,XA,UNK,STAT,1973
Timber Island,Maine Bureau of Parks and Lands,ME,XA,UNK,STAT,1975
Typhoon & Downeast Lakes Public Access Easement,New England Forestry Foundation,ME,XA,UNK,JNT,2005
Round Pond,Maine Bureau of Parks and Lands,ME,XA,UNK,STAT,1973
Typhoon & Downeast Lakes Public Access Easement,New England Forestry Foundation,ME,XA,UNK,JNT,2005
Typhoon & Downeast Lakes Public Access Easement,New England Forestry Foundation,ME,XA,UNK,JNT,2005
Nicatous,Maine Bureau of Parks and Lands,ME,XA,REC,STAT,2000
Typhoon & Downeast Lakes Public Access Easement,New England Forestry Foundation,ME,XA,UNK,JNT,2005
Typhoon & Downeast Lakes Public Access Easement,New England Forestry Foundation,ME,XA,UNK,JNT,2005
Sheep Island,Maine Bureau of Parks and Lands,ME,XA,UNK,STAT,1974
Typhoon & Downeast Lakes Public Access Easement,New England Forestry Foundation,ME,XA,UNK,JNT,2005
Typhoon & Downeast Lakes Public Access Easement,New England Forestry Foundation,ME,XA,UNK,JNT,2005
Typhoon & Downeast Lakes Public Access Easement,New England Forestry Foundation,ME,XA,UNK,JNT,2005
Days Academy Grant,Maine Bureau of Parks and Lands,ME,XA,UNK,STAT,1999
Salmon Brook Lake Bog,Unknown Easement Holder,ME,XA,ENV,UNK,1995
Typhoon & Downeast Lakes Public Access Easement,New England Forestry Foundation,ME,XA,UNK,JNT,2005
Typhoon & Downeast Lakes Public Access Easement,New England Forestry Foundation,ME,XA,UNK,JNT,2005
Typhoon & Downeast Lakes Public Access Easement,New England Forestry Foundation,ME,XA,UNK,JNT,2005
Jugtown Plains,Maine Bureau of Parks and Lands,ME,XA,ENV,STAT,2002
Benjamin Valley Cons Easement,Forest Society of Maine,ME,XA,UNK,JNT,1994
Tumbledown Mount Blue,Maine Bureau of Parks and Lands,ME,XA,UNK,STAT,2002
Penobscot River Corridor,Maine Bureau of Parks and Lands,ME,XA,UNK,STAT,1981
Typhoon & Downeast Lakes Public Access Easement,New England Forestry Foundation,ME,XA,UNK,JNT,2005
Typhoon & Downeast Lakes Public Access Easement,New England Forestry Foundation,ME,XA,UNK,JNT,2005
Typhoon & Downeast Lakes Public Access Easement,New England Forestry Foundation,ME,XA,UNK,JNT,2005
Typhoon & Downeast Lakes Public Access Easement,New England Forestry Foundation,ME,XA,UNK,JNT,2005
Typhoon & Downeast Lakes Public Access Easement,New England Forestry Foundation,ME,XA,UNK,JNT,2005
Typhoon & Downeast Lakes Public Access Easement,New England Forestry Foundation,ME,XA,UNK,JNT,2005
MACHIAS RIVER,Maine Bureau of Parks and Lands,ME,XA,UNK,STAT,2003
Typhoon & Downeast Lakes Public Access Easement,New England Forestry Foundation,ME,XA,UNK,JNT,2005
Typhoon & Downeast Lakes Public Access Easement,New England Forestry Foundation,ME,XA,UNK,JNT,2005
Tumbledown Mount Blue,Maine Bureau of Parks and Lands,ME,XA,UNK,STAT,2003
Tumbledown Mount Blue,Maine Bureau of Parks and Lands,ME,XA,UNK,STAT,2003
Typhoon & Downeast Lakes Public Access Easement,New England Forestry Foundation,ME,XA,UNK,JNT,2005
Typhoon & Downeast Lakes Public Access Easement,New England Forestry Foundation,ME,XA,UNK,JNT,2005
FOSTER ISLAND,Maine Bureau of Parks and Lands,ME,XA,UNK,STAT,1973
Typhoon & Downeast Lakes Public Access Easement,New England Forestry Foundation,ME,XA,UNK,JNT,2005
Bradbury-Pineland Corridor,Maine Bureau of Parks and Lands,ME,XA,UNK,STAT,2008
Typhoon & Downeast Lakes Public Access Easement,New England Forestry Foundation,ME,XA,UNK,JNT,2005
Penobscot River Corridor,Maine Bureau of Parks and Lands,ME,XA,UNK,STAT,1981
Penobscot River Corridor,Maine Bureau of Parks and Lands,ME,XA,UNK,STAT,1997
Typhoon & Downeast Lakes Public Access Easement,New England Forestry Foundation,ME,XA,UNK,JNT,2005
Typhoon & Downeast Lakes Public Access Easement,New England Forestry Foundation,ME,XA,UNK,JNT,2005
Typhoon & Downeast Lakes Public Access Easement,New England Forestry Foundation,ME,XA,UNK,JNT,2005
Thrumcap Island,Maine Bureau of Parks and Lands,ME,XA,UNK,STAT,1974
Typhoon & Downeast Lakes Public Access Easement,New England Forestry Foundation,ME,XA,UNK,JNT,2005
Typhoon & Downeast Lakes Public Access Easement,New England Forestry Foundation,ME,XA,UNK,JNT,2005
Typhoon & Downeast Lakes Public Access Easement,New England Forestry Foundation,ME,XA,UNK,JNT,2005
Sheepscot Pond,Maine Bureau of Parks and Lands,ME,XA,REC,STAT,2003
Typhoon & Downeast Lakes Public Access Easement,New England Forestry Foundation,ME,XA,UNK,JNT,2005
Typhoon & Downeast Lakes Public Access Easement,New England Forestry Foundation,ME,XA,UNK,JNT,2005
MACHIAS RIVER,Maine Bureau of Parks and Lands,ME,XA,UNK,STAT,2003
Typhoon & Downeast Lakes Public Access Easement,New England Forestry Foundation,ME,XA,UNK,JNT,2005
Typhoon & Downeast Lakes Public Access Easement,New England Forestry Foundation,ME,XA,UNK,JNT,2005
Typhoon & Downeast Lakes Public Access Easement,New England Forestry Foundation,ME,XA,UNK,JNT,2005
Moosehead Conservation Easement,Maine Bureau of Parks and Lands,ME,XA,UNK,STAT,1999
Days Academy Grant,Maine Bureau of Parks and Lands,ME,XA,UNK,STAT,1990
Typhoon & Downeast Lakes Public Access Easement,New England Forestry Foundation,ME,XA,UNK,JNT,2005
Typhoon & Downeast Lakes Public Access Easement,New England Forestry Foundation,ME,XA,UNK,JNT,2005
Typhoon & Downeast Lakes Public Access Easement,New England Forestry Foundation,ME,XA,UNK,JNT,2005
Robert C MacMahon,Maine Bureau of Parks and Lands,ME,XA,UNK,STAT,2007
Typhoon & Downeast Lakes Public Access Easement,New England Forestry Foundation,ME,XA,UNK,JNT,2005
Typhoon & Downeast Lakes Public Access Easement,New England Forestry Foundation,ME,XA,UNK,JNT,2005
Typhoon & Downeast Lakes Public Access Easement,New England Forestry Foundation,ME,XA,UNK,JNT,2005
Typhoon & Downeast Lakes Public Access Easement,New England Forestry Foundation,ME,XA,UNK,JNT,2005
MACHIAS RIVER,Maine Bureau of Parks and Lands,ME,XA,UNK,STAT,2003
Typhoon & Downeast Lakes Public Access Easement,New England Forestry Foundation,ME,XA,UNK,JNT,2005
Typhoon & Downeast Lakes Public Access Easement,New England Forestry Foundation,ME,XA,UNK,JNT,2005
MACHIAS RIVER,Maine Bureau of Parks and Lands,ME,XA,UNK,STAT,2000
Quarry Woods,Freeport Conservation Trust,ME,XA,FARM,JNT,2006
MACHIAS RIVER,Maine Bureau of Parks and Lands,ME,XA,UNK,STAT,2003
Western Mountain CE,Maine Bureau of Parks and Lands,ME,XA,UNK,STAT,2008
Trout Pond,Maine Bureau of Parks and Lands,ME,XA,UNK,STAT,1974
Shackford Head State Park,Maine Bureau of Parks and Lands,ME,XA,UNK,STAT,1991
Schoodic Lake,Maine Bureau of Parks and Lands,ME,XA,OTH,STAT,1999
Range Ponds,Maine Bureau of Parks and Lands,ME,XA,UNK,STAT,1999
Typhoon & Downeast Lakes Public Access Easement,New England Forestry Foundation,ME,XA,UNK,JNT,2005
Farm Cove/McClellan Cove Tract,New England Forestry Foundation,ME,XA,REC,NGO,2005
Donnel Pond,Maine Bureau of Parks and Lands,ME,XA,UNK,STAT,1988
Typhoon & Downeast Lakes Public Access Easement,New England Forestry Foundation,ME,XA,UNK,JNT,2005
Typhoon & Downeast Lakes Public Access Easement,New England Forestry Foundation,ME,XA,UNK,JNT,2005
Typhoon & Downeast Lakes Public Access Easement,New England Forestry Foundation,ME,XA,UNK,JNT,2005
Typhoon & Downeast Lakes Public Access Easement,New England Forestry Foundation,ME,XA,UNK,JNT,2005
Typhoon & Downeast Lakes Public Access Easement,New England Forestry Foundation,ME,XA,UNK,JNT,2005
Typhoon & Downeast Lakes Public Access Easement,New England Forestry Foundation,ME,XA,UNK,JNT,2005
Typhoon & Downeast Lakes Public Access Easement,New England Forestry Foundation,ME,XA,UNK,JNT,2005
MACHIAS RIVER,Maine Bureau of Parks and Lands,ME,XA,ENV,STAT,2003
Typhoon & Downeast Lakes Public Access Easement,New England Forestry Foundation,ME,XA,UNK,JNT,2005
Typhoon & Downeast Lakes Public Access Easement,New England Forestry Foundation,ME,XA,UNK,JNT,2005
Typhoon & Downeast Lakes Public Access Easement,New England Forestry Foundation,ME,XA,UNK,JNT,2005
Typhoon & Downeast Lakes Public Access Easement,New England Forestry Foundation,ME,XA,UNK,JNT,2005
Donnell Pond,Maine Bureau of Parks and Lands,ME,XA,UNK,STAT,1998
Typhoon & Downeast Lakes Public Access Easement,New England Forestry Foundation,ME,XA,UNK,JNT,2005
Typhoon & Downeast Lakes Public Access Easement,New England Forestry Foundation,ME,XA,UNK,JNT,2005
Typhoon & Downeast Lakes Public Access Easement,New England Forestry Foundation,ME,XA,UNK,JNT,2005
Downeast Lakes Phase 2,New England Forestry Foundation,ME,XA,UNK,NGO,2005
DEBSCONEAGS MATRIX (KF Project),Maine Bureau of Parks and Lands,ME,XA,UNK,STAT,2002
Typhoon & Downeast Lakes Public Access Easement,New England Forestry Foundation,ME,XA,UNK,JNT,2005
Typhoon & Downeast Lakes Public Access Easement,New England Forestry Foundation,ME,XA,UNK,JNT,2005
Tumbledown Mount Blue,Maine Bureau of Parks and Lands,ME,XA,UNK,STAT,2003
Wolfes Neck Woods CE,Maine Bureau of Parks and Lands,ME,XA,UNK,STAT,1974
Aroostook State Park,Maine Bureau of Parks and Lands,ME,XA,UNK,STAT,1963
Typhoon & Downeast Lakes Public Access Easement,New England Forestry Foundation,ME,XA,UNK,JNT,2005
Holeb,Maine Bureau of Parks and Lands,ME,XA,UNK,STAT,1984
Typhoon & Downeast Lakes Public Access Easement,New England Forestry Foundation,ME,XA,UNK,JNT,2005
Robinson Peak Forest,Maine Bureau of Parks and Lands,ME,XA,UNK,STAT,2008
Mooshead Wildlands/Brassua,Maine Bureau of Parks and Lands,ME,XA,UNK,STAT,2004
Katahdin Forest,Maine Bureau of Parks and Lands,ME,XA,ENV,STAT,2006
Great Heath,Maine Bureau of Parks and Lands,ME,XA,UNK,STAT,1998
Holeb,Forest Society of Maine,ME,XA,UNK,JNT,1994
Holeb,Forest Society of Maine,ME,XA,UNK,JNT,1996
Mount Abraham,Maine Appalachian Trail Land Trust,ME,XA,UNK,NGO,2004
Pierce Pond,Maine Bureau of Parks and Lands,ME,XA,UNK,STAT,1996
Typhoon & Downeast Lakes Public Access Easement,New England Forestry Foundation,ME,XA,UNK,JNT,2005
Eden,Maine Bureau of Parks and Lands,ME,XA,UNK,STAT,1973
Moose River CE,Maine Bureau of Parks and Lands,ME,XA,UNK,STAT,2000
Round Pond Scenic Easement,Maine Bureau of Parks and Lands,ME,XA,UNK,STAT,1973
Typhoon & Downeast Lakes Public Access Easement,New England Forestry Foundation,ME,XA,UNK,JNT,2005
Typhoon & Downeast Lakes Public Access Easement,New England Forestry Foundation,ME,XA,UNK,JNT,2005
Typhoon & Downeast Lakes Public Access Easement,New England Forestry Foundation,ME,XA,UNK,JNT,2005
Madison Easement,Maine Bureau of Parks and Lands,ME,XA,UNK,STAT,2008
Penobscot River Corridor,Maine Bureau of Parks and Lands,ME,XA,REC,STAT,1981
Penobscot River Corridor,Maine Bureau of Parks and Lands,ME,XA,UNK,STAT,1981
Penobscot River Corridor,Maine Bureau of Parks and Lands,ME,XA,UNK,STAT,1981
Penobscot River Corridor,Maine Bureau of Parks and Lands,ME,XA,UNK,STAT,1981
Penobscot River Corridor,Maine Bureau of Parks and Lands,ME,XA,UNK,STAT,1997
Penobscot River Corridor,Maine Bureau of Parks and Lands,ME,XA,UNK,STAT,1981
Bradbury-Pineland Corridor,Maine Bureau of Parks and Lands,ME,XA,UNK,STAT,2004
Crooked Farm,Damariscotta River Association,ME,XA,REC,JNT,2002
Moosehead Lake East Shore,Maine Bureau of Parks and Lands,ME,XA,UNK,STAT,1999
GLHA Hydro Project,Maine Bureau of Parks and Lands,ME,XA,UNK,STAT,2009
Holeb,Forest Society of Maine,ME,XA,UNK,JNT,1996
Leavitt Plantation Forest,Maine Bureau of Parks and Lands,ME,XA,ENV,STAT,2003
Moose River-Number 5 Bog,Forest Society of Maine,ME,XA,UNK,NGO,2009
Typhoon & Downeast Lakes Public Access Easement,New England Forestry Foundation,ME,XA,UNK,JNT,2005
Tomah Flowage,Maine Bureau of Parks and Lands,ME,XA,UNK,JNT,1989
Typhoon & Downeast Lakes Public Access Easement,New England Forestry Foundation,ME,XA,UNK,JNT,2005
Typhoon & Downeast Lakes Public Access Easement,New England Forestry Foundation,ME,XA,UNK,JNT,2005
Ragged and Caucomgomoc Lakes,Maine Bureau of Parks and Lands,ME,XA,UNK,STAT,2009
Ragged and Caucomgomoc Lakes,Maine Bureau of Parks and Lands,ME,XA,UNK,STAT,2009
GLHA Hydro Project,Maine Bureau of Parks and Lands,ME,XA,UNK,STAT,2009
Typhoon & Downeast Lakes Public Access Easement,New England Forestry Foundation,ME,XA,UNK,JNT,2005
Typhoon & Downeast Lakes Public Access Easement,New England Forestry Foundation,ME,XA,UNK,JNT,2005
Prairie Road Wetlands,Sebasticook Regional Land Trust,ME,XA,FARM,JNT,2007
Kingsbury Plantation,Maine Bureau of Parks and Lands,ME,XA,UNK,STAT,2006
Laudholm Farm,Maine Bureau of Parks and Lands,ME,XA,UNK,STAT,1986
Typhoon & Downeast Lakes Public Access Easement,New England Forestry Foundation,ME,XA,UNK,JNT,2005
Typhoon & Downeast Lakes Public Access Easement,New England Forestry Foundation,ME,XA,UNK,JNT,2005
Branch Lake Conservation Project,Maine Bureau of Parks and Lands,ME,XA,UNK,STAT,2010
Heads of the Estuaries Partnership,Maine Coast Heritage Trust,ME,XA,UNK,NGO,2009
Pine Point,Maine Bureau of Parks and Lands,ME,XA,UNK,STAT,1973
Pine Point,Maine Bureau of Parks and Lands,ME,XA,UNK,STAT,1973
Pine Point,Maine Bureau of Parks and Lands,ME,XA,UNK,STAT,1973
Pine Point,Maine Bureau of Parks and Lands,ME,XA,UNK,STAT,1973
Pine Point,Maine Bureau of Parks and Lands,ME,XA,UNK,STAT,1973
Pine Point,Maine Bureau of Parks and Lands,ME,XA,UNK,STAT,1973
Pine Point,Maine Bureau of Parks and Lands,ME,XA,UNK,STAT,1973
Pine Point,Maine Bureau of Parks and Lands,ME,XA,UNK,STAT,1973
Pine Point,Maine Bureau of Parks and Lands,ME,XA,UNK,STAT,1973
Pine Point,Maine Bureau of Parks and Lands,ME,XA,UNK,STAT,1973
Pine Point,Maine Bureau of Parks and Lands,ME,XA,UNK,STAT,1973
Pine Point,Maine Bureau of Parks and Lands,ME,XA,UNK,STAT,1973
Pine Point,Maine Bureau of Parks and Lands,ME,XA,UNK,STAT,1973
Pine Point,Maine Bureau of Parks and Lands,ME,XA,UNK,STAT,1973
Pine Point,Maine Bureau of Parks and Lands,ME,XA,UNK,STAT,1973
Pine Point,Maine Bureau of Parks and Lands,ME,XA,UNK,STAT,1973
Pine Point,Maine Bureau of Parks and Lands,ME,XA,UNK,STAT,1973
Pine Point,Maine Bureau of Parks and Lands,ME,XA,UNK,STAT,1973
Pine Point,Maine Bureau of Parks and Lands,ME,XA,UNK,STAT,1973
Pine Point,Maine Bureau of Parks and Lands,ME,XA,UNK,STAT,1973
Pine Point,Maine Bureau of Parks and Lands,ME,XA,UNK,STAT,1973
Ripogenus Storage Project,Maine Bureau of Parks and Lands,ME,XA,UNK,STAT,2006
River Rise Farm,Androscoggin Land Trust,ME,XA,UNK,NGO,2010
King Hill Farm Easement,Blue Hill Heritage Trust,ME,XA,UNK,NGO,2011
Belle Vue Farm,Maine Farmland Trust,ME,XA,UNK,NGO,2011
Houdlette,Maine Historic Preservation Commission,ME,XA,UNK,STAT,2011
Houdlette,Maine Historic Preservation Commission,ME,XA,UNK,STAT,2012
Houdlette,Maine Historic Preservation Commission,ME,XA,UNK,STAT,2011
Cheeseman Farm,Sebasticook Regional Land Trust,ME,XA,UNK,NGO,2012
Marsh Field Farm Easement,Kennebec Estuary Land Trust,ME,XA,FARM,NGO,2012
Meadowbrook Farm Conservation Area,Kennebec Land Trust,ME,XA,UNK,NGO,2012
Meadowbrook Farm Conservation Area,Kennebec Land Trust,ME,XA,UNK,NGO,2012
Meadowbrook Farm Conservation Area,Kennebec Land Trust,ME,XA,UNK,NGO,2012
Pine Point,Maine Bureau of Parks and Lands,ME,XA,UNK,STAT,1973
River Rise Farm,Maine Bureau of Parks and Lands,ME,XA,UNK,STAT,2010
River Rise Farm,Maine Bureau of Parks and Lands,ME,XA,UNK,STAT,2010
River Rise Farm,Maine Bureau of Parks and Lands,ME,XA,UNK,STAT,2010
River Rise Farm,Maine Bureau of Parks and Lands,ME,XA,UNK,STAT,2010
Penobscot River Corridor,Maine Bureau of Parks and Lands,ME,XA,UNK,STAT,2002
Pingree Working Forest,New England Forestry Foundation,ME,XA,FOR,NGO,2001
Pingree Working Forest,New England Forestry Foundation,ME,XA,FOR,NGO,2001
Pingree,New England Forestry Foundation,ME,XA,UNK,NGO,2001
Pingree,New England Forestry Foundation,ME,XA,UNK,NGO,2001
Stowe Mountain Easement,Maine Bureau of Parks and Lands,ME,XA,UNK,STAT,2009
Mahoosucs,Unknown Easement Holder,ME,XA,UNK,UNK,2009
Kennebec Highlands,Belgrade Regional Conservation Alliance,ME,XA,UNK,JNT,2011
Kennebec Highlands,Belgrade Regional Conservation Alliance,ME,XA,UNK,JNT,2011
The Brothers Islands,Maine Bureau of Parks and Lands,ME,XA,UNK,JNT,1973
The Brothers Islands,Maine Bureau of Parks and Lands,ME,XA,UNK,JNT,1973
Penobscot River Corridor,Maine Bureau of Parks and Lands,ME,XA,UNK,STAT,1981
MACHIAS RIVER,Unknown Easement Holder,ME,XA,UNK,UNK,2003
MACHIAS RIVER,Unknown Easement Holder,ME,XA,ENV,UNK,2003
Fourth Machias Lake Reserve,Sweet Water Trust,ME,XA,REC,NGO,2004
MACHIAS RIVER,Unknown Easement Holder,ME,XA,ENV,UNK,2003
Grand Lake Stream,Maine Department of Inland Fisheries and Wildlife,ME,XA,REC,JNT,1995
Great Pond Lower Penobscot,Maine Bureau of Parks and Lands,ME,XA,UNK,STAT,2010
Tidal Falls,Maine Bureau of Parks and Lands,ME,XA,UNK,STAT,2002
Nicatous Lake,Maine Bureau of Parks and Lands,ME,XA,REC,STAT,2000
Typhoon & Downeast Lakes Public Access Easement,New England Forestry Foundation,ME,XA,UNK,JNT,2005
West Grand Lake,Maine Bureau of Parks and Lands,ME,XA,UNK,STAT,2012
Typhoon & Downeast Lakes Public Access Easement,New England Forestry Foundation,ME,XA,UNK,JNT,2005
Typhoon & Downeast Lakes Public Access Easement,New England Forestry Foundation,ME,XA,UNK,JNT,2005
Typhoon & Downeast Lakes Public Access Easement,New England Forestry Foundation,ME,XA,UNK,JNT,2005
Typhoon & Downeast Lakes Public Access Easement,New England Forestry Foundation,ME,XA,UNK,JNT,2005
Pierce Pond,Maine Bureau of Parks and Lands,ME,XA,UNK,STAT,1998
Katahdin Iron Works,Maine Bureau of Parks and Lands,ME,XA,UNK,STAT,2007
Katahdin Iron Works,Maine Bureau of Parks and Lands,ME,XA,UNK,STAT,2007
Mattawamkeag Lake,Maine Bureau of Parks and Lands,ME,XA,UNK,STAT,2003
Mattawamkeag Lake,Maine Bureau of Parks and Lands,ME,XA,UNK,STAT,2003
Holeb,Forest Society of Maine,ME,XA,UNK,NGO,1996
Holeb,Forest Society of Maine,ME,XA,UNK,JNT,1994
Holeb,Forest Society of Maine,ME,XA,UNK,NGO,1996
Southern Aroostook,Maine Bureau of Parks and Lands,ME,XA,UNK,STAT,2010
West Branch,Maine Bureau of Parks and Lands,ME,XA,UNK,STAT,2009
Pisgah Hill Project,Royal River Conservation Trust,ME,XA,UNK,JNT,2011
Bradbury-Pineland Corridor,Royal River Conservation Trust,ME,XA,UNK,JNT,2003
Davis Farm,Royal River Conservation Trust,ME,RA,FARM,JNT,2008
Megunticook Lake,Maine Bureau of Parks and Lands,ME,XA,UNK,STAT,1972
West Lake Access,Maine Department of Inland Fisheries and Wildlife,ME,XA,UNK,STAT,1992
Nicatous Lake,Maine Bureau of Parks and Lands,ME,XA,REC,STAT,2000
GLHA Hydro Project,Maine Bureau of Parks and Lands,ME,XA,UNK,STAT,2009
West Branch,Forest Society of Maine,ME,XA,ENV,JNT,2003
Western Mountain,Maine Bureau of Parks and Lands,ME,XA,UNK,STAT,2008
Penobscot River Corridor,Maine Bureau of Parks and Lands,ME,XA,UNK,STAT,1981
Penobscot River Corridor,Maine Bureau of Parks and Lands,ME,XA,UNK,STAT,1981
Penobscot River Corridor,Maine Bureau of Parks and Lands,ME,XA,UNK,STAT,1981
Leighton Neck Sutton,Maine Coast Heritage Trust,ME,XA,UNK,NGO,2013
Trenton Community Forest,Maine Coast Heritage Trust,ME,XA,UNK,NGO,2013
Lower Goose Island,Maine Coast Heritage Trust,ME,XA,UNK,NGO,2013
Outer Bar Island,Maine Coast Heritage Trust,ME,XA,UNK,NGO,2013
Beech Hill Farm,Maine Coast Heritage Trust,ME,XA,UNK,NGO,1999
Stover Cove,Maine Coast Heritage Trust,ME,XA,UNK,NGO,2007
Stover Cove,Maine Coast Heritage Trust,ME,XA,UNK,NGO,2007
Stover Cove Haslett,Maine Coast Heritage Trust,ME,XA,UNK,NGO,2013
Beech Hill Farm Easement Amendment,Maine Coast Heritage Trust,ME,XA,UNK,NGO,2013
Machias Bay - Brack,Maine Coast Heritage Trust,ME,XA,UNK,NGO,2012
Town Line Cove East,Maine Coast Heritage Trust,ME,XA,UNK,NGO,2013
Town Line Cove East,Maine Coast Heritage Trust,ME,XA,UNK,NGO,2013
PINGREE EASEMENT,New England Forestry Foundation,ME,XA,UNK,NGO,2001
Sabbathday Lake Easement,Maine Bureau of Parks and Lands,ME,XA,UNK,STAT,2006
Brownfield WMA,Upper Saco Valley Land Trust,ME,XA,UNK,NGO,1976
Katahdin Iron Works,Maine Bureau of Parks and Lands,ME,XA,UNK,STAT,2007
The Roaches CE,Maine Bureau of Parks and Lands,ME,XA,UNK,STAT,2009
Whistle Stop,Unknown Easement Holder,ME,XA,UNK,UNK,2012
Pingree,New England Forestry Foundation,ME,XA,UNK,NGO,2001
PINGREE EASEMENT,New England Forestry Foundation,ME,XA,UNK,NGO,2001
Kennebec River Estuary WMA,Maine Department of Inland Fisheries and Wildlife,ME,XA,UNK,STAT,1996
Ripogenus Storage Project,Maine Bureau of Parks and Lands,ME,XA,UNK,STAT,2006
PINGREE EASEMENT,New England Forestry Foundation,ME,XA,UNK,NGO,2001
Penobscot River Corridor,Maine Bureau of Parks and Lands,ME,XA,UNK,STAT,1981
Appalachian Trail Corridor,Maine Bureau of Parks and Lands,ME,XA,UNK,STAT,2002
Appalachian Trail,Unknown Easement Holder,ME,XA,UNK,UNK,1986
Appalachian Trail Corridor,Maine Bureau of Parks and Lands,ME,XA,UNK,STAT,2002
Penobscot River Corridor,Maine Bureau of Parks and Lands,ME,XA,UNK,STAT,1981
Katahdin Forest,Maine Bureau of Parks and Lands,ME,XA,ENV,STAT,2006
Wolf River,Land Trust for the Mississippi Coastal Plain,MS,OA,ENV,NGO,2010
Wolf River,Land Trust for the Mississippi Coastal Plain,MS,OA,ENV,NGO,2010
